comment,sentiment,category,rating
Seller cukup aja,neutral,ambiguous,3
Material lumayan,neutral,ambiguous,3
Pelayanan oke sih,neutral,ambiguous,3
Packaging standar lah,neutral,ambiguous,3
Material oke aja,neutral,ambiguous,3
Pengiriman standar aja,neutral,ambiguous,3
Kualitas lumayan lah,neutral,ambiguous,3
Kualitas cukup sih,neutral,ambiguous,3
Kualitas biasa,neutral,ambiguous,3
Design so-so lah,neutral,ambiguous,3
Seller normal lah,neutral,ambiguous,3
Packaging oke lah,neutral,ambiguous,3
Kualitas oke aja,neutral,ambiguous,3
Material fair,neutral,ambiguous,3
Kualitas standar lah,neutral,ambiguous,3
Packaging oke sih,neutral,ambiguous,3
Material biasa,neutral,ambiguous,3
Packaging normal sih,neutral,ambiguous,3
fair sih,neutral,ambiguous,3
Pelayanan memadai aja,neutral,ambiguous,3
Material memadai lah,neutral,ambiguous,3
Design standar lah,neutral,ambiguous,3
Design normal sih,neutral,ambiguous,3
Pengiriman acceptable aja,neutral,ambiguous,3
Design fair sih,neutral,ambiguous,3
Packaging so-so,neutral,ambiguous,3
Seller oke lah,neutral,ambiguous,3
Barang fair,neutral,ambiguous,3
Pelayanan lumayan lah,neutral,ambiguous,3
Seller acceptable sih,neutral,ambiguous,3
Ya cukup lah,neutral,ambiguous,3
Produk cukup sih,neutral,ambiguous,3
Packaging acceptable,neutral,ambiguous,3
Barang memadai,neutral,ambiguous,3
Barang lumayan aja,neutral,ambiguous,3
Design so-so aja,neutral,ambiguous,3
Kualitas cukup aja,neutral,ambiguous,3
Seller normal aja,neutral,ambiguous,3
Pelayanan normal,neutral,ambiguous,3
Pengiriman oke lah,neutral,ambiguous,3
Barang memadai aja,neutral,ambiguous,3
Packaging standar sih,neutral,ambiguous,3
Pengiriman fair,neutral,ambiguous,3
Pengiriman so-so lah,neutral,ambiguous,3
Pengiriman cukup lah,neutral,ambiguous,3
Material so-so sih,neutral,ambiguous,3
Kualitas memadai aja,neutral,ambiguous,3
Kualitas standar,neutral,ambiguous,3
Pengiriman lumayan sih,neutral,ambiguous,3
Packaging memadai lah,neutral,ambiguous,3
Kualitas so-so aja,neutral,ambiguous,3
Design oke sih,neutral,ambiguous,3
Packaging lumayan sih,neutral,ambiguous,3
Produk so-so lah,neutral,ambiguous,3
Seller fair aja,neutral,ambiguous,3
Barang acceptable aja,neutral,ambiguous,3
Pengiriman standar lah,neutral,ambiguous,3
Seller lumayan aja,neutral,ambiguous,3
Produk standar lah,neutral,ambiguous,3
Produk so-so aja,neutral,ambiguous,3
Pengiriman oke sih,neutral,ambiguous,3
Material memadai sih,neutral,ambiguous,3
Seller standar,neutral,ambiguous,3
Barang cukup lah,neutral,ambiguous,3
Kualitas fair aja,neutral,ambiguous,3
Pelayanan so-so sih,neutral,ambiguous,3
Design acceptable lah,neutral,ambiguous,3
Produk normal aja,neutral,ambiguous,3
Packaging cukup aja,neutral,ambiguous,3
Design acceptable sih,neutral,ambiguous,3
Seller acceptable lah,neutral,ambiguous,3
Design so-so,neutral,ambiguous,3
Material lumayan aja,neutral,ambiguous,3
Kualitas so-so sih,neutral,ambiguous,3
Barang lumayan lah,neutral,ambiguous,3
Pelayanan fair,neutral,ambiguous,3
Seller normal sih,neutral,ambiguous,3
Barang acceptable lah,neutral,ambiguous,3
Pengiriman standar sih,neutral,ambiguous,3
Seller so-so lah,neutral,ambiguous,3
Pelayanan standar lah,neutral,ambiguous,3
Design cukup lah,neutral,ambiguous,3
Pelayanan normal aja,neutral,ambiguous,3
Produk fair lah,neutral,ambiguous,3
Material oke sih,neutral,ambiguous,3
Pelayanan fair sih,neutral,ambiguous,3
Barang cukup sih,neutral,ambiguous,3
Design fair,neutral,ambiguous,3
Seller lumayan lah,neutral,ambiguous,3
Produk acceptable aja,neutral,ambiguous,3
Kualitas acceptable lah,neutral,ambiguous,3
Pengiriman memadai lah,neutral,ambiguous,3
Pelayanan cukup sih,neutral,ambiguous,3
Material cukup sih,neutral,ambiguous,3
Seller standar sih,neutral,ambiguous,3
Seller biasa,neutral,ambiguous,3
Produk acceptable sih,neutral,ambiguous,3
Produk lumayan lah,neutral,ambiguous,3
Seller cukup sih,neutral,ambiguous,3
Kualitas cukup,neutral,ambiguous,3
Design memadai sih,neutral,ambiguous,3
Material acceptable aja,neutral,ambiguous,3
Seller so-so aja,neutral,ambiguous,3
Seller memadai,neutral,ambiguous,3
Kualitas acceptable sih,neutral,ambiguous,3
Material normal sih,neutral,ambiguous,3
Material acceptable sih,neutral,ambiguous,3
Barang oke aja,neutral,ambiguous,3
Seller fair sih,neutral,ambiguous,3
Produk memadai lah,neutral,ambiguous,3
Packaging so-so sih,neutral,ambiguous,3
Pelayanan oke lah,neutral,ambiguous,3
Kualitas lumayan aja,neutral,ambiguous,3
Pelayanan fair aja,neutral,ambiguous,3
Barang standar lah,neutral,ambiguous,3
Design normal lah,neutral,ambiguous,3
Design normal aja,neutral,ambiguous,3
Kualitas fair sih,neutral,ambiguous,3
Packaging so-so aja,neutral,ambiguous,3
Pengiriman memadai aja,neutral,ambiguous,3
Pengiriman lumayan aja,neutral,ambiguous,3
Material cukup aja,neutral,ambiguous,3
Pengiriman fair lah,neutral,ambiguous,3
Kualitas oke lah,neutral,ambiguous,3
Seller fair lah,neutral,ambiguous,3
Produk normal sih,neutral,ambiguous,3
Packaging lumayan aja,neutral,ambiguous,3
Produk acceptable lah,neutral,ambiguous,3
Packaging acceptable aja,neutral,ambiguous,3
Kualitas standar sih,neutral,ambiguous,3
Pelayanan so-so lah,neutral,ambiguous,3
Material normal lah,neutral,ambiguous,3
Design lumayan sih,neutral,ambiguous,3
Design standar,neutral,ambiguous,3
Pelayanan lumayan aja,neutral,ambiguous,3
Seller memadai sih,neutral,ambiguous,3
Material lumayan lah,neutral,ambiguous,3
Pengiriman so-so sih,neutral,ambiguous,3
Barang normal lah,neutral,ambiguous,3
Packaging acceptable lah,neutral,ambiguous,3
Kualitas memadai lah,neutral,ambiguous,3
Pengiriman fair sih,neutral,ambiguous,3
Material standar sih,neutral,ambiguous,3
Kualitas lumayan sih,neutral,ambiguous,3
Barang fair aja,neutral,ambiguous,3
Design acceptable aja,neutral,ambiguous,3
Kualitas oke sih,neutral,ambiguous,3
Kualitas normal sih,neutral,ambiguous,3
Produk oke aja,neutral,ambiguous,3
Material standar aja,neutral,ambiguous,3
Kualitas acceptable aja,neutral,ambiguous,3
Barang fair lah,neutral,ambiguous,3
Material so-so aja,neutral,ambiguous,3
Material standar lah,neutral,ambiguous,3
Seller standar aja,neutral,ambiguous,3
Design lumayan lah,neutral,ambiguous,3
Seller standar lah,neutral,ambiguous,3
Kualitas memadai sih,neutral,ambiguous,3
Design cukup sih,neutral,ambiguous,3
Barang standar sih,neutral,ambiguous,3
Pelayanan acceptable sih,neutral,ambiguous,3
Kualitas normal lah,neutral,ambiguous,3
Material fair lah,neutral,ambiguous,3
Packaging fair lah,neutral,ambiguous,3
Produk oke lah,neutral,ambiguous,3
Pelayanan so-so aja,neutral,ambiguous,3
Seller lumayan sih,neutral,ambiguous,3
Pengiriman cukup aja,neutral,ambiguous,3
Pelayanan memadai,neutral,ambiguous,3
Kualitas standar aja,neutral,ambiguous,3
Produk cukup lah,neutral,ambiguous,3
Material fair sih,neutral,ambiguous,3
Pengiriman normal sih,neutral,ambiguous,3
Pengiriman lumayan lah,neutral,ambiguous,3
Pelayanan normal lah,neutral,ambiguous,3
Seller oke sih,neutral,ambiguous,3
Produk cukup aja,neutral,ambiguous,3
Produk memadai sih,neutral,ambiguous,3
Packaging normal lah,neutral,ambiguous,3
Barang so-so aja,neutral,ambiguous,3
Kualitas fair lah,neutral,ambiguous,3
Pelayanan standar aja,neutral,ambiguous,3
Packaging fair sih,neutral,ambiguous,3
Packaging so-so lah,neutral,ambiguous,3
Design memadai lah,neutral,ambiguous,3
Material fair aja,neutral,ambiguous,3
Pengiriman memadai sih,neutral,ambiguous,3
Design fair aja,neutral,ambiguous,3
Pengiriman so-so aja,neutral,ambiguous,3
Packaging oke aja,neutral,ambiguous,3
Senang sekali dapet barang cacat,negative,sarcasm,1
Recommended! Kalau mau kecewa,negative,sarcasm,1
"Terima kasih sudah menipu saya, sangat berkesan",negative,sarcasm,1
"Mantap sekali seller, terpercaya sekali",negative,sarcasm,1
Senang sekali komplain diabaikan,negative,sarcasm,1
Mantap banget sellernya,negative,sarcasm,1
Recommended! Buat yang suka zonk,negative,sarcasm,1
Pelayanan Recommended! Foto vs realita beda,negative,sarcasm,1
Excellent banget pelayanannya,negative,sarcasm,1
"Terima kasih sudah mengecewakan saya, tak terlupakan",negative,sarcasm,1
Pelayanan Recommended! Chat ga pernah dibales,negative,sarcasm,1
Pelayanan Bagus! Chat ga pernah dibales,negative,sarcasm,1
Senang sekali ditipu,negative,sarcasm,1
Bagus banget sellernya,negative,sarcasm,1
Pelayanan Excellent! Barang rusak semua,negative,sarcasm,1
Pelayanan Bagus! Foto vs realita beda,negative,sarcasm,1
Recommended banget sellernya,negative,sarcasm,1
"Mantap sekali produk, terpercaya sekali",negative,sarcasm,1
Pelayanan Top! Foto vs realita beda,negative,sarcasm,1
"Mantap sekali produk, jujur sekali",negative,sarcasm,1
"Mantap sekali pelayanan, terpercaya sekali",negative,sarcasm,1
"Terima kasih sudah membuang waktu saya, sangat berkesan",negative,sarcasm,1
Seller memuaskan cuma ongkir mahal,positive,mixed_sentiment,4
bagus meski packaging kurang,neutral,mixed_sentiment,3
Kualitas bagus tapi pengiriman buruk,neutral,mixed_sentiment,3
Barang bagus tapi packaging kurang,positive,mixed_sentiment,4
Produk bagus tapi admin jelek,positive,mixed_sentiment,4
Barang bagus tapi pengiriman jelek,neutral,mixed_sentiment,3
Barang bagus tapi admin jelek,neutral,mixed_sentiment,3
Seller memuaskan cuma packaging kurang,neutral,mixed_sentiment,3
bagus meski warna beda,neutral,mixed_sentiment,3
Seller memuaskan cuma warna beda,neutral,mixed_sentiment,3
Produk bagus tapi packaging jelek,neutral,mixed_sentiment,3
Produk bagus tapi packaging buruk,neutral,mixed_sentiment,3
Kualitas bagus tapi packaging kurang,positive,mixed_sentiment,4
bagus meski ongkir mahal,neutral,mixed_sentiment,3
Produk memuaskan tapi packaging kurang,neutral,mixed_sentiment,3
Overall bagus walau packaging kurang,neutral,mixed_sentiment,3
Produk bagus tapi pengiriman buruk,neutral,mixed_sentiment,3
Seller memuaskan cuma admin lelet,positive,mixed_sentiment,4
Barang bagus tapi packaging jelek,positive,mixed_sentiment,4
Barang bagus tapi pengiriman lama,neutral,mixed_sentiment,3
Overall bagus walau size salah,positive,mixed_sentiment,4
Seller oke cuma packaging kurang,neutral,mixed_sentiment,3
oke meski pengiriman lama,neutral,mixed_sentiment,3
Seller mantap cuma admin lelet,neutral,mixed_sentiment,3
memuaskan meski ongkir mahal,neutral,mixed_sentiment,3
Seller mantap cuma packaging kurang,positive,mixed_sentiment,4
memuaskan meski size salah,positive,mixed_sentiment,4
Produk oke tapi size salah,neutral,mixed_sentiment,3
Overall mantap walau size salah,neutral,mixed_sentiment,3
Overall mantap walau ongkir mahal,positive,mixed_sentiment,4
Overall oke walau ongkir mahal,neutral,mixed_sentiment,3
Produk bagus tapi size salah,neutral,mixed_sentiment,3
Produk memuaskan tapi size salah,positive,mixed_sentiment,4
Ga zonk sama sekali,positive,negation,5
Tidak ada yang zonk,positive,negation,4
Tidak jelek,positive,negation,4
Ga jelek sama sekali,positive,negation,5
Tidak ada yang jelek,positive,negation,5
Ga parah sama sekali,positive,negation,5
Ga mengecewakan sama sekali,positive,negation,4
Bukan buruk,positive,negation,4
Bukan zonk,positive,negation,4
Tidak ada yang parah,positive,negation,4
Tidak ada yang mengecewakan,positive,negation,4
Bukan parah,positive,negation,5
Tidak zonk,positive,negation,5
Tidak ada yang buruk,positive,negation,5
Bukan oke,negative,negation,1
Ga worth it,negative,negation,1
Tidak recommended,negative,negation,1
Tidak sesuai deskripsi,negative,negation,1
Bukan recommended,negative,negation,2
Tidak sesuai foto,negative,negation,2
Ga bagus,negative,negation,2
Tidak sesuai harga,negative,negation,1
Bukan memuaskan,negative,negation,1
Tidak worth it,negative,negation,1
Ga recommended,negative,negation,2
Tidak bagus,negative,negation,2
Bukan worth it,negative,negation,1
Budget minim bagus,positive,contextual,4
Untuk harga 200rb bagus,positive,contextual,5
Dengan budget 500rb bagus,positive,contextual,5
Budget terbatas worth it,positive,contextual,5
Untuk harga 20rb oke banget,positive,contextual,4
Dengan budget 300rb oke banget,positive,contextual,4
Untuk harga 50rb mantap,positive,contextual,5
Harga 300rb kualitas oke,positive,contextual,5
Harga 300rb kualitas bagus,positive,contextual,4
Harga 500rb kualitas bagus,positive,contextual,4
Budget minim worth it,positive,contextual,4
Untuk harga 20rb bagus,positive,contextual,5
Budget terbatas mantap,positive,contextual,5
Dengan budget 300rb worth it,positive,contextual,5
Untuk harga 200rb oke banget,positive,contextual,4
Untuk harga 200rb ga worth it,negative,contextual,2
Untuk harga 20rb ga worth it,negative,contextual,1
Harga 20rb kualitas buruk,negative,contextual,2
Dengan budget 50rb mengecewakan,negative,contextual,2
Untuk harga 200rb zonk,negative,contextual,1
Dengan budget 200rb ga worth it,negative,contextual,1
Dengan budget 300rb mengecewakan,negative,contextual,1
Harga 50rb kualitas buruk,negative,contextual,2
Budget mahasiswa mengecewakan,negative,contextual,1
Harga 300rb kualitas buruk,negative,contextual,2
Budget mahasiswa ga worth it,negative,contextual,1
Budget minim ga worth it,negative,contextual,1
Untuk harga 50rb ga worth it,negative,contextual,2
Budget pelajar zonk,negative,contextual,1
Untuk harga 500rb oke lah,neutral,contextual,3
Dengan budget 500rb sesuai,neutral,contextual,3
Budget mahasiswa standar,neutral,contextual,3
Untuk harga 300rb oke lah,neutral,contextual,3
Untuk harga 500rb lumayan,neutral,contextual,3
Budget pelajar standar,neutral,contextual,3
Budget mahasiswa lumayan,neutral,contextual,3
Harga 300rb kualitas standar,neutral,contextual,3
Harga 200rb kualitas standar,neutral,contextual,3
Untuk harga 300rb sesuai,neutral,contextual,3
TOP BGT mantep,positive,typos_informal,5
recomend mantep bgt,positive,typos_informal,4
ok bgt top,positive,typos_informal,5
mantep poll puas dh,positive,typos_informal,5
kren poll worth dh,positive,typos_informal,5
recomend bgus bgt,positive,typos_informal,4
kren bgt worth,positive,typos_informal,4
mantep bgt top,positive,typos_informal,5
TOP BGT bgus,positive,typos_informal,4
ok bgt puas,positive,typos_informal,4
kren bgt top,positive,typos_informal,5
TOP BGT ok,positive,typos_informal,5
recomend kren bgt,positive,typos_informal,5
mantep poll top dh,positive,typos_informal,4
zonk prh rugi,negative,typos_informal,1
jlek bgt jlek,negative,typos_informal,1
jlek bgt parah,negative,typos_informal,1
parah prh rugi,negative,typos_informal,2
ZONK jlek rugi,negative,typos_informal,1
ZONK parah rugi,negative,typos_informal,2
kecwa zonk,negative,typos_informal,1
ZONK zonk kecwa,negative,typos_informal,1
jlek prh rugi,negative,typos_informal,1
ZONK parah kecwa,negative,typos_informal,1
ZONK zonk rugi,negative,typos_informal,1
Produk ini benar-benar memuaskan dari semua aspek,positive,aspect_based,5
Seller sangat amanah dan terpercaya sekali,positive,short_vague,5
Kualitas premium dengan harga yang sangat reasonable,positive,contextual,5
"Packaging sangat rapi dan aman, barang sampai perfect",positive,aspect_based,5
Pelayanan terbaik yang pernah saya alami,positive,short_vague,5
